SquarePath
2.6107734455438347e-6
1.0658388366890925e-6
1.0700538433106033e-6
4.091463414429564e-6
3.70071437499897e-6
9.668587317712696e-7
1.4952958241887249e-6
3.204126531181073e-6
3.150156941106319e-6
1.6092032080472496e-6
7.266257125437825e-7
2.628524083642114e-6
2.386030938050787e-6
4.1437190964610515e-7
1.2999535913549298e-6
9.632539612891566e-7
4.275274319565092e-7
4.307206425330223e-6
2.342271500199722e-6
3.579198271541628e-6
4.2389560046818264e-6
1.3557460922519748e-6
9.065451855860829e-7
4.071959885387777e-7
1.6147727926740796e-6
2.4588620659848903e-6
2.3755966129246353e-6
4.034410929998344e-6
2.6517683116289437e-6
1.5493705806668423e-6
1.4120834523900783e-7
3.049689776796205e-6
5.763055926921723e-7
1.0910640958483597e-6
1.5294163163426244e-6
2.474638272631502e-6
4.856008572862169e-6
1.8397422474059066e-6
2.9720606425920337e-7
5.091492196074299e-6
4.4824382975094945e-6
4.798788115489838e-6
6.752742427923453e-6
6.223567860516588e-5
5.1465907151715395e-5
0.0007330640536804267
0.0007852159694570482
0.010622198308847336
0.014142478699600197
0.24646795332688037
0.19410054018070533
0.010620441306011641
0.013312494095583216
0.0007294145065577795
0.0011076483053124586
6.313573634619818e-5
0.00010611975072072344
3.961131787744154e-6
1.3886839669380313e-5
2.500435167807069e-6
6.132519395074532e-8
5.069797881507299e-6
3.64043798495306e-6
5.193505407674603e-7
3.665023648319332e-6
4.262017691297748e-6
3.747477808291322e-6
3.792896026200143e-6
5.548850092462754e-7
4.1035241190867655e-6
3.325478372340207e-6
5.01280345463484e-6
3.1137376187428956e-6
1.473889615438706e-6
2.2114469369893808e-6
6.079620604448888e-7
2.2348951433937003e-7
4.334941361400224e-6
4.560818299914615e-6
2.1275715877955292e-7
5.058612326802603e-7
4.354456473454338e-6
3.2057946901253853e-6
1.0141364946703035e-6
3.295209831388757e-7
2.6755605582462483e-6
3.4321831343386844e-6
9.768309858770863e-7
1.436986152902886e-6
4.640836024916162e-7
2.1079701147119767e-6
8.639692646028596e-7
5.271806566287118e-7
3.361211241170725e-6
1.6183187648843855e-6
1.6755819223224222e-6
6.653601264949849e-7
4.2956964644846884e-6
1.745434474342833e-6
1.3409761982496882e-6
