VisSquare2Path
0.1188660805
0.0707020922
0.009238967499999997
0.006032961699999999
0.0008492381
0.0005915381
8.61012e-5
6.92915e-5
9.723e-6
4.489400000000003e-6
2.6420999999999992e-6
7.6459e-6
1.2596000000000015e-6
3.347600000000003e-6
3.130000000000002e-8
4.159199999999997e-6
1.3687999999999995e-6
5.862099999999999e-6
9.6388e-6
4.399499999999999e-6
4.9272000000000026e-6
9.0776e-6
4.125899999999999e-6
4.701199999999999e-6
6.039300000000001e-6
1.6514999999999983e-6
1.5821000000000013e-6
6.2370000000000014e-6
2.9858000000000003e-6
1.16282e-5
1.0368999999999985e-6
1.5944999999999938e-6
4.532699999999997e-6
1.8662999999999998e-6
1.0007999999999985e-6
2.427900000000003e-6
3.5141e-6
4.743500000000001e-6
3.6522e-6
6.146199999999999e-6
4.406400000000002e-6
3.0283999999999954e-6
1.8576999999999987e-6
3.2429999999999927e-7
2.3822000000000002e-6
2.7826999999999988e-6
2.799999999999997e-6
6.306700000000002e-6
2.893599999999997e-6
2.0270000000000007e-6
